Breed,Age (years),Weight (kg),Gender,Spayed/Neutered,Vaccination Status,Fever,Eating Normally,Lethargy,Vomiting,Coughing/Sneezing,Breathing Issue,Rash/Swelling,Wounds/Cuts,Hair Loss,Excessive Scratching,Red/Watery Eyes,Eye Discharge,Ear Odor,Shakes Head,Eating Less,Excessive Drinking,Abnormal Stools,Aggressive/Irritable,Avoiding Interaction,Pacing/Whining,Pain Symptoms,Food Changes,Exposure to Sick Dogs,Predicted Sickness
Yorkshire Terrier,0,4.0,Male,Yes,Up to date,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Skin Allergy
German Shepherd,14,53.7,Female,Yes,Not up to date,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Respiratory Infection
Belgian Malinois,10,45.5,Female,Yes,Not up to date,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Gastrointestinal Infection
Dachshund,9,2.8,Female,No,Not up to date,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Arthritis
Leonberger,5,32.6,Female,Yes,Up to date,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Respiratory Infection
Cocker Spaniel,13,16.9,Female,Yes,Not up to date,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Ear Infection
Saint Bernard,7,28.3,Female,No,Up to date,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Gastrointestinal Infection
Bernese Mountain Dog,10,57.3,Male,Yes,Up to date,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Skin Allergy
Tibetan Mastiff,0,43.6,Male,Yes,Not up to date,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Respiratory Infection
Bulldog,12,20.0,Male,Yes,Up to date,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Gastrointestinal Infection
Staffordshire Bull Terrier,15,17.8,Male,Yes,Up to date,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Gastrointestinal Infection
Rottweiler,3,44.6,Male,No,Not up to date,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Heart Disease
Golden Retriever,15,55.3,Male,Yes,Not up to date,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Skin Allergy
Yorkshire Terrier,9,5.0,Male,Yes,Up to date,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Respiratory Infection
Golden Retriever,15,42.4,Female,Yes,Not up to date,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Respiratory Infection
Staffordshire Bull Terrier,3,17.8,Female,Yes,Not up to date,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Gastrointestinal Infection
Labrador Retriever,12,31.8,Male,Yes,Up to date,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Skin Allergy
Belgian Malinois,14,47.0,Female,No,Up to date,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Skin Allergy
Bulldog,4,21.3,Male,Yes,Up to date,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Respiratory Infection
Rottweiler,8,43.9,Female,Yes,Not up to date,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Gastrointestinal Infection
Doberman Pinscher,10,52.6,Male,Yes,Not up to date,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Gastrointestinal Infection
Rottweiler,12,55.4,Female,Yes,Not up to date,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Gastrointestinal Infection
Saint Bernard,9,45.6,Female,Yes,Not up to date,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Respiratory Infection
Belgian Malinois,7,41.1,Female,No,Up to date,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Gastrointestinal Infection
Siberian Husky,13,26.4,Male,Yes,Up to date,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Ear Infection
Great Dane,3,47.5,Male,Yes,Up to date,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Kennel Cough
Toy Poodle,11,6.6,Male,Yes,Not up to date,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Gastrointestinal Infection
Maltese,13,5.5,Male,Yes,Up to date,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Gastrointestinal Infection
Labrador Retriever,5,31.0,Female,Yes,Up to date,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Respiratory Infection
Golden Retriever,6,49.3,Male,No,Not up to date,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Skin Allergy
Saint Bernard,1,43.9,Male,No,Not up to date,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Gastrointestinal Infection
Bernese Mountain Dog,12,30.5,Female,No,Up to date,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Respiratory Infection
Maltese,13,3.0,Female,Yes,Up to date,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Respiratory Infection
Belgian Malinois,11,53.4,Male,Yes,Not up to date,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Gastrointestinal Infection
Golden Retriever,14,35.7,Female,No,Up to date,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Ear Infection
Boxer,12,39.1,Male,Yes,Up to date,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Ear Infection
Staffordshire Bull Terrier,10,23.9,Male,No,Not up to date,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Gastrointestinal Infection
Bernese Mountain Dog,5,44.0,Female,Yes,Not up to date,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Gastrointestinal Infection
Bernese Mountain Dog,13,31.1,Male,Yes,Not up to date,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Respiratory Infection
Australian Shepherd,9,9.2,Male,Yes,Not up to date,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,Gastrointestinal Infection
Pomeranian,14,6.5,Female,No,Not up to date,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Ear Infection
Akita,0,44.7,Male,No,Up to date,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Gastrointestinal Infection
Golden Retriever,0,48.1,Male,Yes,Not up to date,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Skin Allergy
Beagle,6,16.0,Female,Yes,Up to date,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Skin Allergy
Siberian Husky,13,55.8,Male,Yes,Up to date,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Skin Allergy
Belgian Malinois,11,50.9,Male,No,Up to date,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Ear Infection
Doberman Pinscher,10,53.2,Male,Yes,Up to date,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Gastrointestinal Infection
Labrador Retriever,8,38.8,Male,No,Up to date,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Respiratory Infection
German Shepherd,2,31.8,Male,Yes,Up to date,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Gastrointestinal Infection
Chihuahua,15,2.9,Male,Yes,Not up to date,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Ear Infection
Dachshund,9,4.7,Female,Yes,Up to date,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Skin Allergy
Siberian Husky,2,50.7,Female,Yes,Not up to date,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Skin Allergy
Toy Poodle,11,4.6,Female,Yes,Up to date,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Gastrointestinal Infection
Alaskan Malamute,4,58.5,Female,Yes,Up to date,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Gastrointestinal Infection
Labrador Retriever,5,56.5,Male,No,Not up to date,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Respiratory Infection
Akita,15,54.6,Male,Yes,Not up to date,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Gastrointestinal Infection
Australian Shepherd,5,22.6,Female,No,Up to date,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Gastrointestinal Infection
Staffordshire Bull Terrier,3,17.0,Male,Yes,Not up to date,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Skin Allergy
Cocker Spaniel,0,15.5,Male,No,Not up to date,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Gastrointestinal Infection
Yorkshire Terrier,14,6.6,Female,No,Not up to date,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Parvovirus
Rottweiler,10,44.4,Female,Yes,Not up to date,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Heart Disease
Rottweiler,6,45.0,Male,No,Up to date,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Gastrointestinal Infection
Dachshund,1,5.1,Male,Yes,Up to date,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Respiratory Infection
Cocker Spaniel,12,19.6,Male,Yes,Not up to date,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Gastrointestinal Infection
Yorkshire Terrier,0,2.9,Female,No,Not up to date,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Gastrointestinal Infection
Tibetan Mastiff,12,27.1,Male,No,Up to date,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Gastrointestinal Infection
Pomeranian,6,4.2,Female,No,Not up to date,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Gastrointestinal Infection
Great Pyrenees,11,37.6,Female,Yes,Up to date,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Skin Allergy
Beagle,1,18.4,Male,Yes,Up to date,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Respiratory Infection
Great Pyrenees,8,46.1,Female,No,Up to date,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Parvovirus
Beagle,5,9.3,Male,Yes,Not up to date,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Skin Allergy
Bernese Mountain Dog,12,30.9,Male,No,Up to date,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Gastrointestinal Infection
Chihuahua,7,6.0,Male,Yes,Not up to date,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Gastrointestinal Infection
Golden Retriever,8,52.9,Female,Yes,Not up to date,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Respiratory Infection
Australian Shepherd,4,19.1,Male,Yes,Up to date,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Parvovirus
Alaskan Malamute,9,54.8,Male,No,Not up to date,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Respiratory Infection
Bernese Mountain Dog,5,34.9,Female,No,Up to date,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Skin Allergy
Cocker Spaniel,0,9.4,Female,Yes,Not up to date,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Gastrointestinal Infection
Saint Bernard,14,52.8,Female,No,Up to date,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Respiratory Infection
Shetland Sheepdog,15,15.0,Male,Yes,Up to date,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Respiratory Infection
Staffordshire Bull Terrier,11,23.7,Female,No,Not up to date,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Parvovirus
Australian Shepherd,14,14.7,Male,No,Not up to date,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Gastrointestinal Infection
Beagle,6,22.5,Female,Yes,Up to date,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Respiratory Infection
Great Pyrenees,10,33.7,Male,Yes,Not up to date,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Ear Infection
Irish Wolfhound,2,32.9,Female,No,Up to date,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Gastrointestinal Infection
Beagle,0,12.8,Male,No,Up to date,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Diabetes
Bernese Mountain Dog,7,41.7,Male,No,Up to date,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Diabetes
Akita,9,46.5,Female,Yes,Up to date,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Ear Infection
Rottweiler,2,33.0,Female,No,Not up to date,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Ear Infection
Tibetan Mastiff,8,48.8,Male,Yes,Up to date,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Gastrointestinal Infection
Cocker Spaniel,1,11.1,Female,Yes,Up to date,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Respiratory Infection
Boxer,6,58.2,Male,Yes,Not up to date,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Worm Infestation
Irish Wolfhound,6,57.1,Male,Yes,Not up to date,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Ear Infection
Dachshund,7,7.5,Female,No,Up to date,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Respiratory Infection
Belgian Malinois,14,57.8,Male,Yes,Not up to date,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Skin Allergy
Beagle,5,12.8,Female,No,Not up to date,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Respiratory Infection
Dachshund,12,4.2,Male,Yes,Up to date,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Arthritis
Great Dane,0,43.6,Female,Yes,Up to date,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Gastrointestinal Infection
Shetland Sheepdog,9,14.5,Male,No,Up to date,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Gastrointestinal Infection
Rottweiler,11,45.8,Male,No,Not up to date,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Parvovirus
Rottweiler,6,36.8,Male,No,Not up to date,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Gastrointestinal Infection
Leonberger,7,47.9,Female,No,Up to date,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Gastrointestinal Infection
Corgi,12,19.0,Male,No,Not up to date,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Gastrointestinal Infection
Pomeranian,14,4.5,Male,Yes,Not up to date,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Gastrointestinal Infection
Chihuahua,2,5.2,Male,No,Not up to date,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Gastrointestinal Infection
Pomeranian,4,8.0,Male,Yes,Not up to date,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Respiratory Infection
Border Collie,0,23.4,Female,Yes,Up to date,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Worm Infestation
Golden Retriever,15,45.7,Male,Yes,Not up to date,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Gastrointestinal Infection
Tibetan Mastiff,7,40.8,Male,Yes,Not up to date,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Gastrointestinal Infection
German Shepherd,8,47.1,Male,Yes,Up to date,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Respiratory Infection
Australian Shepherd,4,19.0,Male,Yes,Not up to date,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Ear Infection
Great Dane,14,45.4,Male,No,Up to date,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Respiratory Infection
Leonberger,0,57.4,Male,Yes,Up to date,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Ear Infection
Dachshund,13,6.7,Female,No,Up to date,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Ear Infection
Yorkshire Terrier,15,3.7,Female,Yes,Up to date,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Gastrointestinal Infection
Beagle,7,11.3,Female,No,Not up to date,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Kennel Cough
Bulldog,2,13.4,Female,No,Not up to date,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Skin Allergy
Shetland Sheepdog,4,14.0,Female,Yes,Up to date,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Gastrointestinal Infection
Akita,7,47.4,Male,No,Not up to date,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Skin Allergy
Border Collie,6,19.0,Male,Yes,Up to date,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Arthritis
Bernese Mountain Dog,13,58.2,Female,Yes,Not up to date,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Skin Allergy
Shetland Sheepdog,0,16.7,Female,No,Not up to date,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Respiratory Infection
Mastiff,10,56.7,Male,No,Up to date,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Skin Allergy
Dachshund,15,6.1,Female,Yes,Up to date,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Ear Infection
Pomeranian,7,5.1,Male,Yes,Up to date,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Respiratory Infection
Bulldog,8,20.3,Female,No,Not up to date,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Gastrointestinal Infection
Irish Wolfhound,2,54.8,Male,Yes,Up to date,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Skin Allergy
Belgian Malinois,15,30.3,Female,No,Not up to date,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Gastrointestinal Infection
Alaskan Malamute,14,29.0,Female,Yes,Not up to date,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Gastrointestinal Infection
Siberian Husky,11,33.1,Female,No,Not up to date,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Respiratory Infection
Akita,4,51.0,Male,No,Not up to date,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Respiratory Infection
